image_link,group_id,entity_name,entity_value,tessaract_values,preprocessed
https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,"==Tiesrswihhefodyoeh,uebodys9oneondputinginzwondnol{eosthkytomolsonfice.Weot‘SockOrgansbalehahefstsepoberPACKAGINGCHANGEDWiechsecacorkoffounendS24PESUEincotacokeepshomonalblocs.FormergroupsollofwhomplocigenicHOWTOUSEferigendvorotrlpscteerekse.Sanmedinahb,spentconbnmadenoholForgingyoufoodotiwosmoonSioyed-complenotaWWW.-SORICHORGANICS.COMNutritionalFactsJSSAL(wieRoisSith)eisaieeCalories80kcaleaFebermtdTollCorbohydrote159aTotolSugor09parrotDietFibre8aPanettTotalfot29Caio:PosadaotonesoarSoodfo09‘uhendseedsDonatiproticeasonsEcoProtein$eStorgelaucion:Senaca&ryoieKeerteroi!scl1pesewegeseronE12MONTHSFROMTHEDATEOFPACKAGING.Ceteewithin?meacopiepdSuomenNETWT?100g(2.300NedsPorkShasNgor+£300/-NewBah600)aLieAaSOMErigin:Indio.‘OeStasandlaborePortaInaanwipes2BATCHNO.=testes,heeadBiemyanconasSeelyfeoenpeentenyPeperlewbilelineienepeiiedow,aniantieareeseN20,tomokobegourd#fuedos0pceinegabe‘tesofkingpurposesIngredients:SpeormintHealTo,SPEARMINTGREENTEA©nonmmonomas(OurbodyistempleondputinginrawondnaturalfoodsisthekeytomakeitrunecientWeotSerichOrganicsbelievethatthefirststepto«beterlifesortswithhefoodyoueat.Weworkwithostablenetworkofformersondformergroups,allofwhomprociceorgonicingendgrownoturl,pestcde-freeproduceYoyouthebountystaightfromMosherEarth,givingyoufoodositwosmeanttobeenjoyed-completelynaturalWWW.SORICHORGANICS.COMIDCRAFTEDFORFRESHNESSFARMERSQUALITYNosecrtAllWowerkdeesy—_Allproducoreoe,wihetomanalaSchee.eteution:Rockedinfocithothoodschernusond20d,Donotbuytheproductiitistamperedordomoged.‘StorageInstructions:Storein0cool:|fepokdilalupeaetomesno?MANUFACTUREDANDMARKETEDBY:SorichOrganicsPvt.Lid,PlotNo-63,Block8,Sector-63,Noido,GoutomBuddhaNogar,UtorPradesh-201301Forcustomerfeedback:condews491-7303330675‘email:core@sorichorgonics.locabokcom/sochorgeis/Ginstogram.com/sorich.organics/ORGANICSPEARMINTHERBALTEA‘Spearmintisthatmiraculousherbwhichtake‘careofyouinsideandout.Highpotassiumleveloftheherbkeepsbloodpressureincontol.Iosokeepshormonalbalance.DIRECTIONOFUSE‘Semimedicinalherb,spearmintcanbemadeinloherbalfea,Itcanalsobeground,ifusedasaspiceinvegelablecartesorforsprinklingpurposes.Ingredients:OrganicSpearmintPureHerbCountryofOrigin:IndioRUHOIGGaaCalories80kcalTopeSSTotalCarbohydrate(ANUTotalSugarDietryFibreapsec!INN5SodiumProtein———Consumewithin2monthsafteropeninghepocket.NETWEIGHT:100g(3.53oz)MRPRe.:<BATCHNO.:PKD.:USEBY:ONEANIE|e|SPEARMINTGREENTEANETWEIGHT:100g(3.5307}NNote:Packagingmayvaryforabriefperiodoftime.",tierwihhefodoehuebod9oneondputinginwondnoleothktomolonficeweot‘ockorganbalehaheftepoberpackagingchangedwiechecacorkoffounend24peueincotacokeephomonalblocformergroupollofwhomplocigenichowtoueferigendvorotrlpcteerekeanmedinahbpentconbnmadenoholforgingoufoodotiwomoonioedcomplenotawwworichorganiccomnutritionalfactalwieroiitheiaieecalorie80kcaleafebermtdtollcorbohdrote159atotolugor09parrotdietfibre8apanetttotalfot29caiopoadaotoneoaroodfo09‘uhendeeddonatiproticeaonecoproteinetorgelaucionenacaroiekeerteroicl1peewegeerone12monthfromthedateofpackagingceteewithinmeacopiepduomennetwt100g2300nedporkhangor£300newbah600alieaaomeriginindio‘oetaandlaboreportainaanwipe2batchnoteteheeadbiemanconaeelfeoenpeentenpeperlewbilelineienepeiiedowaniantieareeen20tomokobegourdfuedo0pceinegabe‘teofkingpurpoeingredientpeorminthealtopearmintgreenteanonmmonomaourboditempleondputinginrawondnaturalfooditheketomakeitrunecientweoterichorganicbelievethatthefirttepto«beterlifeortwithhefoodoueatweworkwithotablenetworkofformerondformergroupallofwhomprociceorgonicingendgrownoturlpetcdefreeproduceoouthebounttaightfrommoherearthgivingoufoodoitwomeanttobeenoedcompletelnaturalwwworichorganiccomidcraftedforfrehnefarmerqualitnoecrtallwowerkdee—allproducoreoewihetomanalacheeeteutionrockedinfocithothoodchernuond20ddonotbutheproductiititamperedordomoged‘torageintructiontorein0coolfepokdilalupeaetomenomanufacturedandmarketedborichorganicpvtlidplotno63block8ector63noidogoutombuddhanogarutorpradeh201301forcutomerfeedbackcondew4917303330675‘emailcoreorichorgoniclocabokcomochorgeigintogramcomorichorganicorganicpearmintherbaltea‘pearmintithatmiraculouherbwhichtake‘careofouinideandouthighpotaiumleveloftheherbkeepbloodpreureincontoliookeephormonalbalancedirectionofue‘emimedicinalherbpearmintcanbemadeinloherbalfeaitcanalobegroundifuedaapiceinvegelablecarteorforprinklingpurpoeingredientorganicpearmintpureherbcountroforiginindioruhoiggaacalorie80kcaltopetotalcarbohdrateanutotalugardietrfibreapecinn5odiumprotein———conumewithin2monthafteropeninghepocketnetweight100g353omrprebatchnopkdueboneanieepearmintgreenteanetweight100g35307nnotepackagingmavarforabriefperiodoftime
https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,CsLoosepackagingyeimpuritiesaddedoeOtherxDoesnotpreweqsaly:-brands)4x\XAddedpreservativesa=KNVpAir-tightpackagingvAA=VAAY|W4ImpuritiesfreeYa~orcanicCyBrewsilyY*Cc'|GREENTEA,clooepackagingeimpuritieaddedoeotherdoenotpreweqalbrand4addedpreervativeaknvpairtightpackagingvaavaaw4impuritiefreeaorcaniccbrewilcc'greentea
https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,va™fvv.VvvVVovOROVIorInstantEnergy,vafvvvvvvvovoroviorintantenerg
https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,AAVVVVVV>>>>>>>>EEELeEEInstantEnergyvvbah2,aavvvvvveeeleeeintantenergvvbah2
https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,,
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,"vvv.wvv,""vy.OLbbbbeLervVVVVVVYWVvMdv.ENERGYAINSTANT=4.}A\&:t\=::NXca",vvvwvvvolbbbbelervvvvvvvwvvmdvenergaintant4atnca
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,,
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,ONESIZEFITSALLSTRETCHABLEANDBLACKFABRICBLOCKSFORMFITTINGTHELIGHTEXPERT-GRADEGELNON-TOXICNOSMELLFLEXIBLECOMFORTABLEFORCOLDORHOTTHERAPY.3.11nulE'S22.2in,oneiefitalltretchableandblackfabricblockformfittingthelightepertgradegelnontoicnomellfleiblecomfortableforcoldorhottherap311nule'222in
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,"5925925SterlingSilver18KGoldPlatedw“i0.28INCH(7MM)HighPolishOCH0.07INCH7(1.8MM)Pe16+2INCHExtendChainNetWeight:2.7G(405MM+50MM)Manualmeasurement,thesizemaybeslightlydifferentfromthephysical.",5925925terlingilver18kgoldplatedw“i028inch7mmhighpolihoch007inch718mmpe162inchetendchainnetweight27g405mm50mmmanualmeaurementtheiemabelightldifferentfromthephical
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,7stouseKnorrPePots:either:dissolve28thepotinto500mlofboiliaeeeINQor:addthepotdirectlytodish.,7toueknorrpepoteitherdiolve28thepotinto500mlofboiliaeeeinqoraddthepotdirectltodih
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,9.10m/3.58%1SANABNV7BNWPAern!2siaTypeBatteryCellfjChargerOsChargerOutputCurrent=USBportG)BMSaBatteryWeightDowntubeBattery13Ah:2500m-A-h17.5Ah:Sam-sung/L-G/Cell3500mAhSenditrandomlyVvA8V13Ah(2A)A8V17.5Ah(4A)Vv30AAKG/4.4KG,910m3581anabnv7bnwpaern2iatpebattercellfchargerochargeroutputcurrentubportgbmabatterweightdowntubebatter13ah2500mah175ahamunglgcell3500mahenditrandomlvva8v13ah2aa8v175ah4avv30aakg44kg
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,9.10m/3.58%1SANABNV7BNWPAern!2siaTypeBatteryCellfjChargerOsChargerOutputCurrent=USBportG)BMSaBatteryWeightDowntubeBattery13Ah:2500m-A-h17.5Ah:Sam-sung/L-G/Cell3500mAhSenditrandomlyVvA8V13Ah(2A)A8V17.5Ah(4A)Vv30AAKG/4.4KG,910m3581anabnv7bnwpaern2iatpebattercellfchargerochargeroutputcurrentubportgbmabatterweightdowntubebatter13ah2500mah175ahamunglgcell3500mahenditrandomlvva8v13ah2aa8v175ah4avv30aakg44kg
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,ProductNameHarvestFestivalDoll15X9X26CM52x42x40CMPolyestermaterialCraftsmanshipManualGrey.OrangeProductWei158g,productnameharvetfetivaldoll15926cm524240cmpoletermaterialcraftmanhipmanualgreorangeproductwei158g
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,,
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,®Wy.NUVIDA“4bCRANBERRYEXTRACTHighStrengthExtractforNaturalUrinaryTractandBladderSupportSUITABLEFORVEGETARIANSANDVEGANS5000mg90TabletsFoodSupplement,wnuvida“4bcranberretracthightrengthetractfornaturalurinartractandbladderupportuitableforvegetarianandvegan5000mg90tabletfoodupplement
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,"6S1qFEQPUSMASeRyAASLUANASD1dOS50mlCarvominVerdauungstropfen18,55g/20mlFlussigkeitzumEinnehmenWirkstoff:AuszugauseinerMischungvonAngelikawurzeln,BenediktenkrautundPfefferminzblatternKL3NGEPHARMA",61qfeqpumaeraaluanad1do50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatternkl3ngepharma
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,"reerepasspfeeeeeeLIneonae.omyor!CarvominBiblVerdauungstropfenif!ifyf18,55g/20mlnieFlussigkeitzumEinnehmeni!‘onie50mlWirkstoff=:»Benediktentspflanzliches*°,CarvominVerdauungs¢peal!Verdauungstropfenkitena”schungvor18,55g/20mlfermingbliteEnthalt98iesmittelfirKinelager.Ds*""usschiesic:FlussigkeitzumEinnehmenWirkstoff:AuszugauseinerMischungvonAngelikawurzeln,Benediktenkrautund(>Pfefferminzblattern(es2KLZNGjEZurAnwendungbeiErwachsenenPHARMAKlingePham?”",reerepapfeeeeeelineonaeomorcarvominbiblverdauungtropfenififf1855g20mlniefluigkeitumeinnehmeni‘onie50mlwirktoffbenediktentpflanlichecarvominverdauungpealverdauungtropfenkitena”chungvor1855g20mlfermingbliteenthalt98iemittelfirkinelagerduchieicfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatterne2klngeuranwendungbeierwachenenpharmaklingepham”
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,"aAESOawoBESSSSSITSSTSSNSSSSSSSenssnOS50mlCarvominVerdauungstropfen18,55g/20mlFlussigkeitzumEinnehmenVerdauungstropfenjojtenthat?°18,55g/20mlMischungvo""#8Wirkstoff:3,99FenmngbattAuszugauseinerMischungpeaceccltzumeethalt38«vonAngelikawurzeln,innehmenmittlfrKt?Benediktenkrautund'lagemn0:Pfefferminzblattern(2KLENGE\@ePHARMAZurAnwendungbeiErwachsenen50mlwitkstoff:As»oBenediktenka’CaFVOMINpfenzictesVerdauungs's*KlingePharr",aaeoawobeittnenno50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenverdauungtropfenotenthat1855g20mlmichungvo8wirktoff399fenmngbattauugaueinermichungpeaceccltumeethalt38«vonangelikawurelninnehmenmittlfrktbenediktenkrautund'lagemn0pfefferminblattern2klengeepharmauranwendungbeierwachenen50mlwitktoffaobenediktenka’cafvominpfenicteverdauung'klingepharr
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,"50mlCarvominVerdauungstropfen18,55g/20mlFlussigkeitzumEinnehmenWirkstoff:AuszugauseinerMischungvonAngelikawurzeln,BenediktenkrautundPfefferminzblatternKL3NGEPHARMA",50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatternkl3ngepharma
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,"anSESSSetTSSEoSSSSSSWaaSSS~~OS""]Gy,750miSy""tyadrvoNen!cnVerdauungstropfenptyhy18,558/20mlhyhyFliissigkeitzumEinnehmen“tymchyatutaYyi""ightsaN,wateHyrathlyathti4iyNe*‘pigaatiNNNhataMhSyiyitagX.‘iiiMy4iiityWirkstoff:Ugh,AuszugauseinerMischungty\vonAngelikawurzeln,|BenediktenkrautundPfefferminzblatternii)KLZNGEPHARMA",aneetteowaaog750mitadrvonencnverdauungtropfenpth1855820mlhhfliiigkeitumeinnehmen“tmchatutaiightanwatehrathlathti4ine‘pigaatinnnhatamhiitag‘iiim4iiitwirktoffughauugaueinermichungtvonangelikawurelnbenediktenkrautundpfefferminblatterniiklngepharma
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,a¢t.‘»USBICHARGINGPORTS,at‘ubichargingport
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,"HowtoUsePlacethecurtainbetweenthecounterweightandthemagnet4cm/1.6in|Weieht-2eeam26g@ra‘h,Load-bearingmetalblock",howtoueplacethecurtainbetweenthecounterweightandthemagnet4cm16inweieht2eeam26gra‘hloadbearingmetalblock
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,7FREEWHEELS800W36VGABELMINDESTBREITE135MM*HINTERRADMITBRUSHLESSMOTOR,7freewheel800w36vgabelmindetbreite135mmhinterradmitbruhlemotor
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,7FREEWHEELS800W36VGABELMINDESTBREITE135MM*HINTERRADMITBRUSHLESSMOTOR,7freewheel800w36vgabelmindetbreite135mmhinterradmitbruhlemotor
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,"SuperiorQualityPutdurability,safety,andenvironmentalprotectionfirst.HoneycombSurfaceOfferssolidperformanceandensuresthattheyogaballwon’tburstsuddenly.Explosion-ProofDesignProvidesthebestprotectionandpreventsinjuries.EnvironmentallyFriendlyMaterialJustuseitwithconfidenceknowingit’smadeofenvironmentallyfriendlymaterial.NoStickingRestassuredthatthesurfacewon'tsticktoyourskin,clothing,floor,andmuchmore.330lbsLoadBearingNeverworryabouttheload-bearingcapacityofthisyogaballasitcansupportupto330Ibs.]ate",uperiorqualitputdurabilitafetandenvironmentalprotectionfirthonecomburfaceofferolidperformanceandenurethattheogaballwon’tburtuddenleploionproofdeignprovidethebetprotectionandpreventinurieenvironmentallfriendlmaterialutueitwithconfidenceknowingit’madeofenvironmentallfriendlmaterialnotickingretauredthattheurfacewon'tticktoourkinclothingfloorandmuchmore330lbloadbearingneverworrabouttheloadbearingcapacitofthiogaballaitcanupportupto330ibate
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,Particularlysmooth,particularlmooth
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,"ZSKINFOODSALMONDARKCIRCLECONCEALER¥/ThisconcentratedandcreamyconcealerY’containssalmoningredientswhicheffectivelyYhelpconcealdarkundereyecirclesandbrightenytheeyes.!Touse:Afterapplyingyourfoundation,dispenseanfadequateamountandgentlytapontodarkcirclesaroundFyoureyeareaCN)Dist.SKINFOODUSA,INC.1TechnologyDrive,Bldg.B,SuiteB113Irvine,California,92618www.theskinfood.com140g/Netwt.0.35ozMadeinKorea:OPENHERE",kinfoodalmondarkcircleconcealerthiconcentratedandcreamconcealer’containalmoningredientwhicheffectivelhelpconcealdarkundereecircleandbrightentheeetoueafterapplingourfoundationdipeneanfadequateamountandgentltapontodarkcirclearoundfoureeareacnditkinfooduainc1technologdrivebldgbuiteb113irvinecalifornia92618wwwthekinfoodcom140gnetwt035omadeinkoreaopenhere
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,"hotchocolateZi)MadewithBelgianChocolateincludesMiniMarshmallows®@©©.<||MilkpeppermintDoubleSaltedChocolateChocolateCaramelORIGINALINGREDIENTS:SUGAR,COCOABUTTER,WHOLEMILKMARSHMALLOWS(SUGAR,GLUCOSESYRUP,GELATIN,SORBITOL,MODIFIEDCORNSTARCH,DEXTROSE,ARTFICIALFLAVOR,TETRASODIUMPYROPHOSPHATE),COCOAMASS,EMULSIFIERS(SOYLECITHIN,PGPR),VANILLAEXTRACT.CONTAINS:MILK,SOY.oeaeaeVANILLAEXTRACT,PEPPERMINTFLAVOR,CONTAINS:MILK,SOY.DOUBLECHOCOLATEINGREDIENTS:SUGAR,HantsDISTRIBUTEDBYFRANKFORDCANDYLLCPURONePA19114MOLDEDANDPACKEDINCHINAASateMSMADENCINA[Freniderd)}",hotchocolateimadewithbelgianchocolateincludeminimarhmallowmilkpeppermintdoublealtedchocolatechocolatecarameloriginalingredientugarcocoabutterwholemilkmarhmallowugarglucoerupgelatinorbitolmodifiedcorntarchdetroeartficialflavortetraodiumprophophatecocoamaemulifierolecithinpgprvanillaetractcontainmilkooeaeaevanillaetractpeppermintflavorcontainmilkodoublechocolateingredientugarhantditributedbfrankfordcandllcpuronepa19114moldedandpackedinchinaaatemmadencinafreniderd
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,,
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,220mm/8.66in<----->32mm/1.25in€-------------------------------->305mm/12.00inCeilingWallGround,220mm866in32mm125in€305mm1200inceilingwallground
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,Durable&FlexibleLEDFloodlightThickenedaGlassHigh-QualityLEDs-aaDie-CastAlumiumFrame30WIP65—\_J\Mental+Bracket,durablefleibleledfloodlightthickenedaglahighqualitledaadiecatalumiumframe30wip65—mentalbracket
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,©9909DustproofHeat-resistingFrost-resistant,9909dutproofheatreitingfrotreitant
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,,
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,JACQUARDKNITTEDMATERIALSupersoftandcomfortablecreatingacustomupholsteredlook200GSMMicrofiber,acquardknittedmaterialuperoftandcomfortablecreatingacutomupholteredlook200gmmicrofiber
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,"KOMFORT-PAKET-cm,\\’.4Syp>DASHERZSTUCK:WzSTARKERUNDEFFIZIENTERMOTORFURANGENEHMENFAHRKOMFORTKRAFTVOLLEUNDEFFIZIENTEEXTREMLEISERUNDUNGLAUBLICHESDREHMOMENTUNTERSTUTZUNGBISLEISTUNGSSTARKERMOTORMITWe)25KM/H250W45NM",komfortpaketcm’4pdahertuckwtarkerundeffiientermotorfurangenehmenfahrkomfortkraftvolleundeffiienteetremleierundunglaublichedrehmomentuntertutungbileitungtarkermotormitwe25kmh250w45nm
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,1G1GNIE1iE)YourOldandCloseFriendEver!,1g1gnie1ieouroldandcloefriendever
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,HighQualityPolyesterFabricBreathable&EasytoCleanWeight:0.8KGi|45CM26CM-28CM,highqualitpoleterfabricbreathableeatocleanweight08kgi45cm26cm28cm
