image_link,group_id,entity_name,entity_value,preprocessed
https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,item_weight,30.0 kilogram,grobekapaitattiragfahigkeitbiu30kg4mdamaterialitca5mmdickunddiefugenindvertarktodaweehrtarkittragfahigkeitbiu30kgkanneinevielahlvongegentanden\ooii3aeof\57be39aufnehmena
https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,item_weight,10 kilogram to 15 kilogram,wildfang35cm14cm15cm16cm10kg105kg1525kg2545kg45kg
https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,item_weight,3.53 ounce,f5helpineteoarthritihelpinmeedigetionreduceinflammation5mefhantibacterialpropertiehelpinpco
https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,item_weight,3.53 ounce,promotedigetivehealthhighinantioidantcombatdieae
https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,tierwihhefodoehuebod9oneondputinginwondnoleothktomolonficeweotockorganbalehaheftepoberpackagingchangedwiechecacorkoffounend24peueincotacokeephomonalblocformergroupollofwhomplocigenichowtoueferigendvorotrlpcteerekeanmedinahbpentconbnmadenoholforgingoufoodotiwomoonioedcomplenotawwworichorganiccomnutritionalfactalwieroiitheiaieecalorie80kcaleafebermtdtollcorbohdrote159atotolugor09parrotdietfibre8apanetttotalfot29caiopoadaotoneoaroodfo09uhendeeddonatiproticeaonecoproteinetorgelaucionenacaroiekeerteroicl1peewegeerone12monthfromthedateofpackagingceteewithinmeacopiepduomennetwt100g2300nedporkhangor£300newbah600alieaaomeriginindiooetaandlaboreportainaanwipe2batchnoteteheeadbiemanconaeelfeoenpeentenpeperlewbilelineienepeiiedowaniantieareeen20tomokobegourdfuedo0pceinegabeteofkingpurpoeingredientpeorminthealtopearmintgreenteanonmmonomaourboditempleondputinginrawondnaturalfooditheketomakeitrunecientweoterichorganicbelievethatthefirtteptobeterlifeortwithhefoodoueatweworkwithotablenetworkofformerondformergroupallofwhomprociceorgonicingendgrownoturlpetcdefreeproduceoouthebounttaightfrommoherearthgivingoufoodoitwomeanttobeenoedcompletelnaturalwwworichorganiccomidcraftedforfrehnefarmerqualitnoecrtallwowerkdeeallproducoreoewihetomanalacheeeteutionrockedinfocithothoodchernuond20ddonotbutheproductiititamperedordomogedtorageintructiontorein0coolfepokdilalupeaetomenomanufacturedandmarketedborichorganicpvtlidplotno63block8ector63noidogoutombuddhanogarutorpradeh201301forcutomerfeedbackcondew4917303330675emailcoreorichorgoniclocabokcomochorgeigintogramcomorichorganicorganicpearmintherbalteapearmintithatmiraculouherbwhichtakecareofouinideandouthighpotaiumleveloftheherbkeepbloodpreureincontoliookeephormonalbalancedirectionofueemimedicinalherbpearmintcanbemadeinloherbalfeaitcanalobegroundifuedaapiceinvegelablecarteorforprinklingpurpoeingredientorganicpearmintpureherbcountroforiginindioruhoiggaacalorie80kcaltopetotalcarbohdrateanutotalugardietrfibreapecinn5odiumproteinconumewithin2monthafteropeninghepocketnetweight100g353omrprebatchnopkdueboneanieepearmintgreenteanetweight100g35307nnotepackagingmavarforabriefperiodoftime
https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,clooepackagingeimpuritieaddedoeotherdoenotpreweqalbrand4\addedpreervativeaknvpairtightpackagingvaavaaw4impuritiefreeaorcaniccbrewilccgreentea
https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,vafvvvvvvvovoroviorintantenerg
https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,aavvvvvveeeleeeintantenergvvbah2
https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,vvvwvvvolbbbbelervvvvvvvwvvmdvenergaintant4a\t\nca
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,oneiefitalltretchableandblackfabricblockformfittingthelightepertgradegelnontoicnomellfleiblecomfortableforcoldorhottherap311nule222in
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,5925925terlingilver18kgoldplatedwi028inch7mmhighpolihoch007inch718mmpe162inchetendchainnetweight27g405mm50mmmanualmeaurementtheiemabelightldifferentfromthephical
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,7toueknorrpepoteitherdiolve28thepotinto500mlofboiliaeeeinqoraddthepotdirectltodih
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,910m3581anabnv7bnwpaern2iatpebattercellfchargerochargeroutputcurrentubportgbmabatterweightdowntubebatter13ah2500mah175ahamunglgcell3500mahenditrandomlvva8v13ah2aa8v175ah4avv30aakg44kg
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,910m3581anabnv7bnwpaern2iatpebattercellfchargerochargeroutputcurrentubportgbmabatterweightdowntubebatter13ah2500mah175ahamunglgcell3500mahenditrandomlvva8v13ah2aa8v175ah4avv30aakg44kg
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,productnameharvetfetivaldoll15926cm524240cmpoletermaterialcraftmanhipmanualgreorangeproductwei158g
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,wnuvida4bcranberretracthightrengthetractfornaturalurinartractandbladderupportuitableforvegetarianandvegan5000mg90tabletfoodupplement
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,61qfeqpumaeraaluanad1do50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatternkl3ngepharma
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,reerepapfeeeeeelineonaeomorcarvominbiblverdauungtropfenififf1855g20mlniefluigkeitumeinnehmenionie50mlwirktoffbenediktentpflanlichecarvominverdauungpealverdauungtropfenkitenachungvor1855g20mlfermingbliteenthalt98iemittelfirkinelagerduchieicfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatterne2klngeuranwendungbeierwachenenpharmaklingepham
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,aaeoawobeittnenno50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenverdauungtropfenotenthat1855g20mlmichungvo8wirktoff399fenmngbattauugaueinermichungpeaceccltumeethalt38vonangelikawurelninnehmenmittlfrktbenediktenkrautundlagemn0pfefferminblattern2klenge\epharmauranwendungbeierwachenen50mlwitktoffaobenediktenkacafvominpfenicteverdauungklingepharr
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,50mlcarvominverdauungtropfen1855g20mlfluigkeitumeinnehmenwirktoffauugaueinermichungvonangelikawurelnbenediktenkrautundpfefferminblatternkl3ngepharma
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,aneetteowaaog750mitadrvonencnverdauungtropfenpth1855820mlhhfliiigkeitumeinnehmentmchatutaiightanwatehrathlathti4inepigaatinnnhatamhiitagiiim4iiitwirktoffughauugaueinermichungt\vonangelikawurelnbenediktenkrautundpfefferminblatterniiklngepharma
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,atubichargingport
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,howtoueplacethecurtainbetweenthecounterweightandthemagnet4cm16inweieht2eeam26grahloadbearingmetalblock
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,7freewheel800w36vgabelmindetbreite135mmhinterradmitbruhlemotor
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,7freewheel800w36vgabelmindetbreite135mmhinterradmitbruhlemotor
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,uperiorqualitputdurabilitafetandenvironmentalprotectionfirthonecomburfaceofferolidperformanceandenurethattheogaballwontburtuddenleploionproofdeignprovidethebetprotectionandpreventinurieenvironmentallfriendlmaterialutueitwithconfidenceknowingitmadeofenvironmentallfriendlmaterialnotickingretauredthattheurfacewontticktoourkinclothingfloorandmuchmore330lbloadbearingneverworrabouttheloadbearingcapacitofthiogaballaitcanupportupto330ibate
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,particularlmooth
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,kinfoodalmondarkcircleconcealerthiconcentratedandcreamconcealercontainalmoningredientwhicheffectivelhelpconcealdarkundereecircleandbrightentheeetoueafterapplingourfoundationdipeneanfadequateamountandgentltapontodarkcirclearoundfoureeareacnditkinfooduainc1technologdrivebldgbuiteb113irvinecalifornia92618wwwthekinfoodcom140gnetwt035omadeinkoreaopenhere
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,hotchocolateimadewithbelgianchocolateincludeminimarhmallowmilkpeppermintdoublealtedchocolatechocolatecarameloriginalingredientugarcocoabutterwholemilkmarhmallowugarglucoerupgelatinorbitolmodifiedcorntarchdetroeartficialflavortetraodiumprophophatecocoamaemulifierolecithinpgprvanillaetractcontainmilkooeaeaevanillaetractpeppermintflavorcontainmilkodoublechocolateingredientugarhantditributedbfrankfordcandllcpuronepa19114moldedandpackedinchinaaatemmadencinafreniderd
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,220mm866in32mm125in€305mm1200inceilingwallground
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,durablefleibleledfloodlightthickenedaglahighqualitledaadiecatalumiumframe30wip65\\mentalbracket
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,9909dutproofheatreitingfrotreitant
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,acquardknittedmaterialuperoftandcomfortablecreatingacutomupholteredlook200gmmicrofiber
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,komfortpaketcm\\4pdahertuckwtarkerundeffiientermotorfurangenehmenfahrkomfortkraftvolleundeffiienteetremleierundunglaublichedrehmomentuntertutungbileitungtarkermotormitwe25kmh250w45nm
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,1g1gnie1ieouroldandcloefriendever
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,highqualitpoleterfabricbreathableeatocleanweight08kgi45cm26cm28cm
https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,baicinformationbattercapacit1300mahdichardaaamanre100cbattervoltage148vcellconfigurationaconnectortpet60plugbalancerconnectortpethre4weight169g138incherohceelipo41481924wh126inche283inche
https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,uniquedeignk066inchweight10g202etenionmoderatethicknerotatablecrewchainlengthuitableforahetightlfied
https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,
https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,wheprotein9cintegratorealimentarediproteinelutendelierodellatteiolateevitamineconedulcorantiultraolubilefoodupplementofmicroultrafilteredreecfmwheproteiniolateandvitaminwithweetenerultraoluble750g30doiervingcremanocciola
https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,pecificationmaterialboroilicateglacolor3naturalpinkgoldweight160gvolume180mlhapehibainu95cm
https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,eitrmacpinadehidratadaieaeweepeoneto270gria
https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,qtalanttnnetwe5009iiihiiil29297001101
https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,linfnutriarcgmuclemagainerchocolatemilkhakeriperonethaddedugar
https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,premiumqualitingridienthighqualitproteinblendaddedcreatinemonohdratemagrinerbcaaoglutamine00\vitamin
https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,deignedforetremegainfupportweightmuclebuildingmucleietrengthmucletrapidmuclemaconerecovergoagaiwereducemucleieabreakdown
https://m.media-amazon.com/images/I/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,tmmcontainaddedflavourchocolatenaturalandnatureidenticalnutritionfactflavouringubtanceaminoacidprofileervingperervingie1coop50gbcaabranchedchainaminoacidg100gproteincontainer20per100gquantitperdailleucine2509bengvalueioleucine1259energ253kcalwallbeeaeentialaminoacidtotalfat19300line2009aturatedfat059methionine09phenlalanine100tranfat0gtrptophan0409choleterol10mg3iiteehinehcgotheraminoacidg100gproteinodium50mg7alanine1409totalcarbohdrate509mieaea3009glcine0609ugaraucroe5ghitidine0609premaaonproline1259cteine0409bcaablend559troine1209arginine1209percentdailvaluedvarebaedona2000caloriedietourdailvaluemae1309behigherorlowerdependingonourcalorieneeddoeaa5awheproteinblendwheproteincocentratewheproteiniolatekimedmilkpowdermaltodetrinalkaliedcocoapowdertabilierin415in417unflowerlecithinin322ucraloein955glutaminecreatinemonohdrate
https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,60w6600lmbianconaturaleip65
https://m.media-amazon.com/images/I/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,dendrobiummulleietractherbaldronpowerfullungupportcleanerepiratorenhance7balancebreathingfunction\muculevelmaimunpotenccleanopenairwafreeiorobiummulleinictherbaldroprfullungupportiratorvegangmofreeio
https://m.media-amazon.com/images/I/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,dendrobiummufaereebefore
https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,atedendrobiummulleinetractherbaldropcleaneherbaldropofdendrobiumandpitiluetracttheherbaldropareaborbedunderthetonguetheingredientactonthelungandrepiratortemthroughthebloodtimulateanddilutethemucuinthetracheaandlunghelpepelputumandlungreiduewithin2houranddredgetheairwa
https://m.media-amazon.com/images/I/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,
https://m.media-amazon.com/images/I/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,maincomponendendrobiummulteinetractherbaldrop
https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,terpeneinfued100ocleanetburningwaofttouchmattefinihee
https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,informationbchainlength485cmmaterialtitaniumteelbie2013mmweight81gabouttiptheieoftheproductimeauredmanuallandmabeubecttomarginalerrorcutomtet13mm
https://m.media-amazon.com/images/I/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,inglegrain
https://m.media-amazon.com/images/I/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,
https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,
https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,turaluinamaww\millethortbreadwithdeiliumhukalldanackforpootingenergfenercfrompeuiciouguperfoodhealthforallagegreatforgrouporetionnetweight200m
https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,millethortbreadackforpootingenergrpeuiciouheaigreatfordigetionalldanergfromelenerggooforallagroup
https://m.media-amazon.com/images/I/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,allnaturalngredientraoeqiaantumnaturalfennelalldanackforbootingenergenenovnoreaucouhearncreateiccamilletnetweight2tddgnmultigrain
https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,alldanackforbootingenergallnaturalingredientquantumimproveituralquickourcedigetionfofenergeueeerichinfibredeliciouintateandvitaminatfortiocontainuperfoodincombinationwithmilletandmultigrain
https://m.media-amazon.com/images/I/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,nutritionfactvalueper100gvalueperervingenergkcal100g566762024proteing100g625patotalcarbohdrateg100g57932069totalfatg100g30641094vitaminamcg100g00vitamincmg100g5992atotalugarucroeg100g599214dietarfibreg100g2a083caloriefromfatkcal100gm275769849odiummg100g2428867calciummg100g52421872ironmg100g27810eaturatedfattacidg100g194169tranfattacidg100goooocholeterolmg100g
https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,availableiteinwootherdifferentflavourmillethortbreadedwithplliumhukandenhanedwithcocobutterweeteneackforbootingenkforbootingenealldamalldanacuperfoodforallacegroupeeenetweight2000millethortbreadwithplliumhukandfennelenhancedweetenedwithaggeralldanackforbootingenergrauencfromfromucouuperfooonorallacecreareceoecgcretionnetweight2009
https://m.media-amazon.com/images/I/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,
https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,unereproduktereduierendiebetriebkotendedruckerumbiu60undbehaltendabeidenhohentechnichenparameterunddiedruckqualitatbei
https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,howtoue1tet2preptakeaeakinallergtetkincareandmoituriingbeforeue3cut4tickcuttotheiearequiredcovertheareathatneed
https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,731432,item_weight,227 gram,uggetedtoragetoreinacooldrplaceafteropeningmmoo
https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram,i1004ofchargeanadwana
https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,granddeertchokotrahmtchokocrmemitahneutateneninifgiukoefruktoeiupoeadeuckerkakaopulveren1td520kalh4bet4gtefettaurenioe3ehrmanngmbhhaupttr1987770oberchineggwwwehrmannde4002971253009
https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram,
https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram,upporttreanietbuterimproveleepqualittrengthtaminavokm66ahwagandha5withanolideakge600mg60chveapplu
https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,630869,item_weight,3.2 gram,160inch407mmnetweight32gdeoreeeeenmforecerdinteaee925terlingilvercutomiable632inchetendchain160mm50mmmanualmeaurementtheiemabelightldifferentfromthephical
https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,630869,item_weight,6.5 gram,weight65glength19cm5cm
https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,ielegantacquardwindowcurtainwithattachedvalancedecriptioncolor160gmaquardfancvalancefabriccontent100poleterie548418venicecollectionincrn131381madeinchinabeigeburgundlightbrownlighttaupetin
https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram,nutritionfactervingie3piece42geeamountperervingecalorie160dailvaluetotalfat0g0aturatedfat0g0tranfatog01totalcarbohdrate39g14dietarfiberogtotalugar28ginclude28gaddedugarprotein0gvitamindomcgcalciumomglronomgpotaiumomgthedailvaluedvtellouhowmuchanutrientinaervingoffoodcontributetoadaildiet2000calorieadaiuedforgeneralnutritionadviceingredientugarglucoeagarcitricacidcanolaoilnaturalartificialflavorartificialcolor
https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,ballweight26gramballdiameter74mmnumberofhole40
https://m.media-amazon.com/images/I/811VfR10yxL.jpg,752266,wattage,0.55 watt,pecificationproductnameolarenorwalllightquantit2pcolarpanel55v055wled144ledenorangle120degreeenorditance37mprotectionlevelip65waterproofidealmountingheight4825mworkingtemperature40c85cwitchmode1mode2mode3offproductie1249648cm488380189inchargingtime8hourintheunlightfunctionwitch4thefirtworkmodecontinuoulbrightlight2the2ndworkmodethelightwillilluminatewithacontantlightindarkplacewhenpeoplegothroughtheenorareatronglighting20econdandthelightwillturntodimafterpeopleleavetheinductionarea3the3rdworkmodewhenpeoplegothroughtheenorareathelightwillbetrongandthelightwillturnoffafterpeopleleavetheinductionareaoeceweaetnmadeinchina
https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,nonrq250tabletpno080tcomprime
https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,
https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,
https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,
https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram,greencoffeedicoverweline426helpcontrolupportbloodappetiteugarlevelupportweightupportimmunemanagmenttemegboo\herbalmahealthmetabolimgreendigetionc1burnfat3enhanceertupportmoodfatburn
https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram,16gthickhighgrade304tainleteelwaterrepellenttainreitantantibacterialprotection
https://m.media-amazon.com/images/I/61390hosjFL.jpg,308856,item_weight,8 kilogram,purinaatapuppie22a
